INFOCODE,TICKER,DSMNEM,SEDOL,DSQTNAME,DSCMPYNAME,TYPECODE,PRIMARYEXCHANGEMIC,PRIMARYEXCHANGENAME,CURRENCY,STATUSCODE,ISACTIVE,LISTINGSTARTDATE,DELISTDATE
68000,LAKE,@LAKE,2500951,LAKELAND INDS.,LAKELAND INDS.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,1986-09-09T00:00:00,
68002,CSBK,@CSBK,BLBWJ04,CLIFTON BANCORP DEAD - DELIST.02/04/18,CLIFTON BANCORP INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2004-03-04T00:00:00,2018-04-02T00:00:00
68004,OMG,U:OMG,2653684,OM GROUP DEAD - DELIST.28/10/15,OM GROUP INCO.,EQ,XNYS,New York SE,USD,D,False,1993-10-13T00:00:00,2015-10-28T00:00:00
68009,CCOI,@CCOI,B06RWD1,COGENT COMMS.HOLDINGS,COGENT COMMS.HDG.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2002-02-06T00:00:00,
68011,BAX,U:BAX,2085102,BAXTER INTL.,BAXTER INTL.INCO.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
68014,CS,U:CS,2159762,CREDIT SUISSE GROUP SPN. ADR 1:1 DEAD - DELIST.12/06/23,CREDIT SUISSE GROUP AG,ADR,XNYS,New York SE,USD,D,False,1993-08-26T00:00:00,2023-06-12T00:00:00
68019,NSP,U:NSP,2007281,INSPERITY,INSPERITY INCO.,EQ,XNYS,New York SE,USD,A,True,1997-01-29T00:00:00,
68021,CMCT,@CMCT,BX54GV0,CREATIVE MEDIA AND COMMUNITY TRUST,CRTV.MDA.&CMTY.TST.CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,1993-12-17T00:00:00,
68023,BCTF,@BCTF,BDHF6Q6,BANCORP 34,BANCORP 34 INCO.,EQ,OTCD,FINRA TDDS - OTCD,USD,A,True,2000-05-17T00:00:00,
68027,MWA,U:MWA,B15RZR4,MUELLER WATER PRODUCTS,MUELLER WT.PRDS.INCO.,EQ,XNYS,New York SE,USD,A,True,2006-05-26T00:00:00,
68030,TA,@TA,BJBM7K6,TRAVELCENTERS OF AM. DEAD - DELIST.16/05/23,TVCEN.OAA.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2007-01-31T00:00:00,2023-05-16T00:00:00
68033,CPRQ,U:CPRQ,B02X6G4,CITIGROUP CAP.XI CAP. SECS.TRUPS 6% DEAD - DELIST.28/04/14,CITIGROUP CAP.XI,EQ,XNYS,New York SE,USD,D,False,2004-09-21T00:00:00,2014-04-28T00:00:00
68041,ACMR,@ACMR,2114095,AC MOORE ARTS & CRAFTS DEAD - DELIST.21/11/11,AC MOORE ARTCFT.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1997-10-09T00:00:00,2011-11-21T00:00:00
68047,FMD,U:FMD,BGK07P5,FIRST MARBLEHEAD DEAD - DELIST.23/08/16,THE 1ST.MARBLEHEAD CORP.,EQ,XNYS,New York SE,USD,D,False,2003-10-31T00:00:00,2016-08-23T00:00:00
68049,MPT,U:MPT,B0JL5L9,MEDICAL PROPS.TRUST,MEDICAL PROPS.TST.INCO.,EQ,XNYS,New York SE,USD,A,True,2005-07-08T00:00:00,
68051,ASUR,@ASUR,2932037,ASURE SOFTWARE,ASURE SOFTWARE INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,1992-04-08T00:00:00,
68055,HSTM,@HSTM,2577870,HEALTHSTREAM,HEALTHSTREAM INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2000-04-11T00:00:00,
68056,WAB,U:WAB,2955733,WABTEC,WABTEC CORP.,EQ,XNYS,New York SE,USD,A,True,1995-06-16T00:00:00,
68057,UGP,U:UGP,2496890,ULTRAPAR PARTICIPACOES SA SPN.ADR 1:1,ULTRAPAR PARTP.SA,ADR,XNYS,New York SE,USD,A,True,1999-10-07T00:00:00,
68067,NSIT,@NSIT,2475060,INSIGHT ENTS.,INSIGHT ENTS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1995-02-01T00:00:00,
68070,LTM,U:LTM,B01R1Z1,LIFETIME FITNESS DEAD - DELIST.11/06/15,LIFETIME FITNESS INCO.,EQ,XNYS,New York SE,USD,D,False,2004-06-30T00:00:00,2015-06-11T00:00:00
68071,BCONQ,@BCONQ,2677941,BEACON POWER DEAD - DELIST.19/07/16,BEACON POWER CORP.,EQ,PINI,OTC Pink No Info,USD,D,False,2000-11-17T00:00:00,2016-07-19T00:00:00
68088,HLTOY,@HLTOY,2303730,HLC.TELECM.ORGSZ. AMER. DPREC.2:1,HELLENIC TELECOM.ORG.SA,EQ,PINL,OTC Pnk Ltd Info,USD,A,True,1998-11-02T00:00:00,
68095,NMRX,@NMRX,2636209,NUMEREX NEW YORK DEAD - DELIST.08/12/17,NUMEREX CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1994-03-25T00:00:00,2017-12-08T00:00:00
68107,CNEP,@CNEP,2277802,CHINA NTH.ET.PTL.HDG. DEAD - DELIST.05/04/13,CHIN.NTH.ET.PTL.HDG.LTD.,EQ,PINX,Pink No Information,USD,D,False,2002-12-23T00:00:00,2013-04-05T00:00:00
68110,PRZM,@PRZM,BYTBHR7,PRISM TECHNOLOGIES GP.,PRISM TECHS.GP.INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,1999-07-23T00:00:00,
68115,UFS,U:UFS,B1T84Z4,DOMTAR DEAD - DELIST.30/11/21,DOMTAR CORP.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2021-11-30T00:00:00
68117,AMLN,@AMLN,2033402,AMYLIN PHARMS. DEAD - ACQD.BY 905080,AMYLIN PHARMS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1992-01-17T00:00:00,2012-08-20T00:00:00
68118,FXCB,@FXCB,B3YRMP6,FOX CHASE BANCORP DEAD - DELIST.01/07/16,FOX CHASE BANCORP INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2006-10-02T00:00:00,2016-07-01T00:00:00
68131,NYM,U:NYM,2637332,NYMAGIC DEAD - DELIST.24/11/10,NYMAGIC INCO.,EQ,XNYS,New York SE,USD,D,False,1984-03-21T00:00:00,2010-11-24T00:00:00
68138,AIPC,@AIPC,2111858,AMERICAN ITALIAN PASTA DEAD - DELIST.06/08/10,AMER.ITALIAN PASTA CO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1997-10-09T00:00:00,2010-08-06T00:00:00
68148,IDT,U:IDT,2757304,IDT 'B',IDT CORPORATION,EQ,XNYS,New York SE,USD,A,True,2001-05-10T00:00:00,
68151,HBOS,@HBOS,B40Z916,HERITAGE FINANCIAL GROUP DEAD - ACQD.BY 325631,HERITAGE FINL.GP.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2005-06-30T00:00:00,2015-07-01T00:00:00
68156,PTNRY,@PTNRY,2501738,PARTNER COMMS.ADR 1:1 DEAD - DELIST.22/09/23,PARTNER COMMS.CO.LTD.,ADR,PINL,OTC Pnk Ltd Info,USD,D,False,1999-10-27T00:00:00,2023-09-22T00:00:00
68159,EROC,@EROC,B1FRW73,EAGLE ROCK ENERGY PTNS. DEAD - DELIST.09/10/15,EAGLE ROCK EN.PTNS.LP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2006-10-25T00:00:00,2015-10-09T00:00:00
68161,RRGB,@RRGB,2966144,RED ROBIN GMT.BURGERS,RED ROBIN GMT.BGRS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2002-07-19T00:00:00,
68166,BMTI,@BMTI,B1446D9,BIOMIMETIC THERAPEUTICS DEAD - ACQD.BY 14332R,BIOMIMETIC THERP.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2006-05-12T00:00:00,2013-03-11T00:00:00
68167,OPNT,@OPNT,2615253,OPNET TECHS. DEAD - ACQD.BY 35734Q,OPNET TECHS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2000-08-02T00:00:00,2012-12-28T00:00:00
68170,PIPW,U:PIPW,B0LD4H2,PHARMATHENE WARRANTS DEAD - DELIST.07/08/09,ALTIMMUNE INCO.,EQ,XASE,NYSE American,USD,D,False,2005-10-06T00:00:00,2009-07-22T00:00:00
68173,CHA,U:CHA,2026565,CHINA TELECOM SR.H ADR 1:100 DEAD - DELIST.19/01/21,CHINA TELECOM CORP.LTD.,ADR,XNYS,New York SE,USD,D,False,2002-11-14T00:00:00,2021-01-19T00:00:00
68174,MLAB,@MLAB,2553814,MESA LABORATORIES,MESA LABORATORIES INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1984-02-29T00:00:00,
68178,PHHMQ,@PHHMQ,2670296,PALM HARBOR HMS. DEAD - DELIST.12/12/11,PALM HARBOR HMS.INCO.,EQ,PINX,Pink No Information,USD,D,False,1995-07-31T00:00:00,2011-12-12T00:00:00
68185,TTES,@TTES,2828125,T-3 EN.SVS. DEAD - DELIST.11/01/11,T-3 EN.SVS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1992-01-16T00:00:00,2011-01-11T00:00:00
68188,SQNM,@SQNM,B16CJ10,SEQUENOM DEAD - DELIST.08/09/16,SEQUENOM INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2000-02-01T00:00:00,2016-09-08T00:00:00
68190,PFWD,@PFWD,B00N398,PHASE FORWARD DEAD - DELIST.12/08/10,PHASE FORWARD INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2004-07-15T00:00:00,2010-08-12T00:00:00
68191,BPZRQ,@BPZRQ,2155458,BPZ RESOURCES DEAD - DELIST.04/01/16,BPZ RESOURCES INCO.,EQ,PINL,OTC Pnk Limited Info,USD,D,False,1997-02-11T00:00:00,2016-01-05T00:00:00
68193,TW,@TW,B5VW407,TOWERS WATSON & CO.CL.A DEAD - DELIST.05/01/16,TOWERS WATSON & CO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2000-10-11T00:00:00,2016-01-05T00:00:00
68197,MINI,@MINI,2548177,MOBILE MINI DEAD - DELIST.02/07/20,MOBILE MINI INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1994-02-17T00:00:00,2020-07-02T00:00:00
68198,UHT,U:UHT,2927497,UNVL.HLTH.REAL.INC.TST.,UNVL.HLTH.REAL.INC.TST.,EQ,XNYS,New York SE,USD,A,True,1995-01-26T00:00:00,
68199,QTWWQ,@QTWWQ,BCRYTB2,QUANTUM FUEL SYS.TECHS. WWD. DEAD - DELIST.23/09/19,QUM.FUEL SYS.TECHS.WWD.,EQ,PINI,OTC Pink No Info,USD,D,False,2002-07-25T00:00:00,2019-09-23T00:00:00
68200,NMR,U:NMR,2830164,NOMURA HDG.ADR 1:1,NOMURA HOLDINGS INCO.,ADR,XNYS,New York SE,USD,A,True,1994-12-27T00:00:00,
68202,RBSI,U:RBSI,2020437,RBS CAP.FUNDING TST.VI 6.25% DEAD - DELIST.13/06/16,RBS CAP.FUNDING TST.VI,EQ,XNYS,New York SE,USD,D,False,2003-09-30T00:00:00,2016-06-13T00:00:00
68204,ES,U:ES,BVVN4Q8,EVERSOURCE ENERGY,EVERSOURCE ENERGY,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
68208,WLY,U:WLY,2965668,JOHN WILEY AND SONS A,JOHN WILEY &.SONS INCO.,EQ,XNYS,New York SE,USD,A,True,1982-09-14T00:00:00,
68211,CNSY,@CNSY,BQH7L02,CERENOME,PLUS THERAPEUTICS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2002-02-25T00:00:00,
68212,FHI,U:FHI,2246288,FEDERATED HERMES B,FEDERATED HERMES INCO.,EQ,XNYS,New York SE,USD,A,True,1998-05-14T00:00:00,
68214,CORT,@CORT,B00SCY1,CORCEPT THERAPEUTICS,CORCEPT THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2004-04-15T00:00:00,
68220,A,U:A,2520153,AGILENT TECHS.,AGILENT TECHS.INCO.,EQ,XNYS,New York SE,USD,A,True,1999-11-18T00:00:00,
68227,DNEX,@DNEX,2270522,DIONEX DEAD - DELIST.18/05/11,DIONEX CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1982-12-07T00:00:00,2011-05-18T00:00:00
68229,CSGP,@CSGP,2262864,COSTAR GP.,COSTAR GROUP INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1998-07-01T00:00:00,
68230,OMCL,@OMCL,2789523,OMNICELL,OMNICELL INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2001-08-07T00:00:00,
68231,AU,U:AU,2257495,ANGLOGOLD ASHANTI SPN. ADR.1:1 DEAD - DELIST.23/09/23,ANGLOGOLD ASHANTI PLC.,ADR,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2023-09-23T00:00:00
68232,QKLS,@QKLS,B9FHMM4,QKL STORES,QKL STORES INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,1996-02-15T00:00:00,
68233,FCE.A,U:FCE.A,BD8Q486,FOREST CITY REAL.TST.'A' DEAD - DELIST.10/12/18,FOR.CITY REAL.TST.INCO.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2018-12-10T00:00:00
68234,NMTI,@NMTI,2639394,NMT MED. DEAD - DELIST.01/05/14,NMT MED.INCO.,EQ,PINX,Pink OTC Markets,USD,D,False,1996-09-27T00:00:00,2014-05-02T00:00:00
68238,MMUS,@MMUS,2261678,MAKEMUSIC DEAD - DELIST.13/05/13,MAKEMUSIC INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,1995-06-29T00:00:00,2013-05-13T00:00:00
68240,ENGCQ,@ENGCQ,BNKB8T8,ENGLOBAL DEAD - DELIST.20/06/25,ENGLOBAL CORP.,EQ,PINL,OTC Pnk Ltd Info,USD,D,False,1998-06-16T00:00:00,2025-06-20T00:00:00
68245,MOG.B,U:MOG.B,2601229,MOOG 'B',MOOG INCO.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
68246,MOG.A,U:MOG.A,2601218,MOOG 'A',MOOG INCO.,EQ,XNYS,New York SE,USD,A,True,1980-05-28T00:00:00,
68249,MBI,U:MBI,2547044,MBIA,MBIA INCO.,EQ,XNYS,New York SE,USD,A,True,1987-07-01T00:00:00,
68259,MITSY,@MITSY,2597061,MITSUI & COMPANY ADR 1:20,MITSUI & CTD.,ADR,PINL,OTC Pnk Ltd Info,USD,A,True,1973-01-02T00:00:00,
68262,CAR,@CAR,B1CL8J2,AVIS BUDGET GROUP,AVIS BUDGET GROUP INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1983-09-14T00:00:00,
68266,KSW,@KSW,2497707,KSW DEAD - DELIST.21/11/12,KSW INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1999-07-22T00:00:00,2012-11-21T00:00:00
68277,SMTS,@SMTS,2820637,SOMANETICS DEAD - DELIST.09/08/10,SOMANETICS CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1991-03-20T00:00:00,2010-08-09T00:00:00
68289,MATR,@MATR,B5TGY45,MATTERSIGHT DEAD - DELIST.21/08/18,MATTERSIGHT CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2000-02-11T00:00:00,2018-08-21T00:00:00
68292,ONCT,@ONCT,BRXGNK4,ONCTERNAL THERAPEUTICS DEAD - DELIST.12/12/24,ONCTERNAL THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2004-02-03T00:00:00,2024-12-12T00:00:00
68293,DSGR,@DSGR,2508126,DISTRIBUTION SOLUTIONS GROUP,DS.SLTN.GP.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1973-01-02T00:00:00,
68303,NWBO,@NWBO,B7HZCX3,NORTHWEST BIOTH.,NORTHWEST BIOTH.INCO.,EQ,OTCB,OTC - QB,USD,A,True,2001-12-14T00:00:00,
68309,GSLA,@GSLA,2137155,GS FINANCIAL DEAD - DELIST.18/07/11,GS FINANCIAL CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1997-04-01T00:00:00,2011-07-18T00:00:00
68310,FRS,U:FRS,2353188,FRISCH'S REST. DEAD - DELIST.25/08/15,FRISCH'S REST.INCO.,EQ,XASE,NYSE American,USD,D,False,1973-01-02T00:00:00,2015-08-25T00:00:00
68328,KERX,@KERX,2613376,KERYX BIOPH. DEAD - DELIST.13/12/18,KERYX BIOPH.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2000-07-28T00:00:00,2018-12-13T00:00:00
68339,KVHI,@KVHI,2495507,KVH INDUSTRIES,KVH INDUSTRIES INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1996-04-02T00:00:00,
68344,RGS,@RGS,BMHYMB3,REGIS,REGIS CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,1983-04-26T00:00:00,
68350,HW,U:HW,2229773,HEADWATERS DEAD - DELIST.08/05/17,HEADWATERS INCO.,EQ,XNYS,New York SE,USD,D,False,1995-07-25T00:00:00,2017-05-08T00:00:00
68351,VRE,U:VRE,2192314,VERIS RESIDENTIAL DEAD - DELIST.27/05/26,VERIS RESIDENTIAL INCO.,EQ,XNYS,New York SE,USD,D,False,1994-08-25T00:00:00,2026-05-27T00:00:00
68352,BZH,U:BZH,B8KHZT0,BEAZER HOMES USA,BEAZER HOMES USA INCO.,EQ,XNYS,New York SE,USD,A,True,1994-02-23T00:00:00,
68354,CDMO,@CDMO,BFMZ4W7,AVID BIOSERVICES DEAD - DELIST.06/02/25,AVID BIOSERVICES INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,1988-08-24T00:00:00,2025-02-06T00:00:00
68360,JZK,U:JZK,2160548,CORPORATE BKD.TST.CERTS. 7% PF.SPRINT CL.A-1 DEAD - DELIST.18/06/14,LEHMAN ABS CORP.,EQ,XNYS,New York SE,USD,D,False,2003-11-10T00:00:00,2014-06-18T00:00:00
68365,GNVC,@GNVC,BDDWJ73,GENVEC DEAD - DELIST.19/06/17,GENVEC INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2000-12-12T00:00:00,2017-06-19T00:00:00
68379,MOLXA,@MOLXA,2599175,MOLEX 'A' DEAD - ACQD.BY 322739,MOLEX INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1990-07-26T00:00:00,2013-12-10T00:00:00
68380,ISSC,@ISSC,2616397,INNOV.SLTN.& SPT.,INNOV.SLTN.AND SPT.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2000-08-04T00:00:00,
68389,LSR,U:LSR,2846213,LIFE SCIS.RESH. DEAD - DELIST.04/12/10,LIFE SCIS.RESH.INCO.,EQ,ARCX,NYSE Arca,USD,D,False,2002-04-08T00:00:00,2010-12-04T00:00:00
68393,HAFC,@HAFC,B6TPXR5,HANMI FINANCIAL,HANMI FINANCIAL CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1999-10-19T00:00:00,
68404,UAMY,U:UAMY,2910668,UNITED STATES ANTIMONY,US.ANTI.CORP(PRE-REINCO),EQ,XNYS,New York SE,USD,A,True,1983-09-20T00:00:00,
68410,ICAYY,@ICAYY,B0T5PZ5,EMPRESAS ICA ADR 1:4 DEAD - DELIST.16/02/22,EMPRESAS ICA SAB DE CV,ADR,EXPM,OTC Expert Mkt,USD,D,False,1992-04-09T00:00:00,2022-02-16T00:00:00
68421,AFSI,@AFSI,B1H4YP4,AMTRUST FINL.SVS. DEAD - DELIST.30/11/18,AMTRUST FINL.SVS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2006-11-13T00:00:00,2018-11-30T00:00:00
68422,BGC,U:BGC,2369851,GENERAL CABLE DEAD - DELIST.06/06/18,GENERAL CABLE CORP.,EQ,XNYS,New York SE,USD,D,False,1997-05-16T00:00:00,2018-06-06T00:00:00
68439,ACR,U:ACR,BNKTVH1,ACRES COMMERCIAL REALTY,ACR.COML.REAL.CORP.,EQ,XNYS,New York SE,USD,A,True,2006-02-07T00:00:00,
68442,JAXR,@JAXR,2930666,J ALEXANDER'S DEAD - DELIST.22/02/13,J ALEXANDER'S CORP.,EQ,PINX,Pink Limited Info,USD,D,False,1973-01-02T00:00:00,2013-02-22T00:00:00
68447,CHH,U:CHH,2106780,CHOICE HOTELS INTL.,CHO.HTLS.INTL.INCO.,EQ,XNYS,New York SE,USD,A,True,1996-10-16T00:00:00,
68461,RJF,U:RJF,2718992,RAYMOND JAMES FINL.,RAYMOND JAS.FINL.INCO.,EQ,XNYS,New York SE,USD,A,True,1983-07-01T00:00:00,
68465,SII,U:SII,2816409,SMITH INTL. DEAD - DELIST.30/08/10,SMITH INTL.INCO.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2010-08-30T00:00:00
68467,NATR,@NATR,2627816,NATURES SUNSHINE PRODUCTS,NATURE S SUN.PRDS.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,1979-06-15T00:00:00,
68468,SIMG,@SIMG,2497581,SILICON IMAGE DEAD - ACQD.BY 500553,SILICON IMAGE INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1999-10-06T00:00:00,2015-03-11T00:00:00
68469,CCNE,@CCNE,2619705,CNB FINL.,CNB FINL.CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1995-07-27T00:00:00,
68473,CSR,U:CSR,BN47P80,CENTERSPACE,CENTERSPACE,EQ,XNYS,New York SE,USD,A,True,1997-10-20T00:00:00,
68475,TTMI,@TTMI,2635659,TTM TECHNOLOGIES,TTM TECHNOLOGIES INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2000-09-21T00:00:00,
68480,ARTNA,@ARTNA,2418258,ARTESIAN RES.'A',ARTESIAN RES.CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1998-04-03T00:00:00,
68481,RRD,U:RRD,BYND5W0,R R DONNELLEY & SONS DEAD - DELIST.28/02/22,R R DONNELLEY & SONS CO.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2022-02-28T00:00:00
68482,PFCB,@PFCB,2321204,PF CHANG'S CHINA BISTRO DEAD - DELIST.12/07/12,PF CHANG'S CHIN.BSO.INCO,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1998-12-07T00:00:00,2012-07-12T00:00:00
68484,BNE,U:BNE,2116949,BOWNE & CO DEAD - DELIST.24/11/10,BOWNE & CO.INCO.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2010-11-24T00:00:00
68508,PJI,U:PJI,2407308,PPLUS TST.SR.GSG 1 TST. CERT.'A' 6% DEAD - DELIST.25/04/13,MRLY.DEPOSITOR INCO.,EQ,XNYS,New York SE,USD,D,False,2003-02-25T00:00:00,2013-04-25T00:00:00
68509,AZZ,U:AZZ,2067672,AZZ,AZZ INCO.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
68513,CUBE,U:CUBE,B6SW913,CUBESMART,CUBESMART,EQ,XNYS,New York SE,USD,A,True,2004-10-22T00:00:00,
68516,PTRY,@PTRY,2427685,PANTRY DEAD - DELIST.17/03/15,THE PANTRY INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1999-06-09T00:00:00,2015-03-17T00:00:00
68519,MIDD,@MIDD,2590930,MIDDLEBY,THE MIDDLEBY CORPORATION,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1987-08-10T00:00:00,
68522,GGG,U:GGG,2380443,GRACO,GRACO INCO.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
68526,WT,U:WT,2476513,WISDOMTREE,WISDOMTREE INCO.,EQ,XNYS,New York SE,USD,A,True,1991-12-04T00:00:00,
68529,DZSIQ,@DZSIQ,BLNB2Z5,DZS,DZS INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2001-05-17T00:00:00,
68532,VTNRQ,@VTNRQ,B02PH34,VERTEX ENERGY DEAD - DELIST.22/01/25,VERTEX ENERGY INCO.,EQ,EXPM,OTC Expert Mkt,USD,D,False,1992-10-21T00:00:00,2025-01-22T00:00:00
68556,DOFSQ,@DOFSQ,2261021,DIAMOND OFFS.DRL. DEAD - DELIST.24/04/21,DIAMOND OFFS.DRL.INC,EQ,PINC,OTC Pnk Currnt Info,USD,D,False,1995-10-11T00:00:00,2021-04-24T00:00:00
68557,KZ,@KZ,B01SDB4,KONGZHONG ADR.1:40 DEAD - DELIST.17/04/17,KONGZHONG CORP.,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2004-07-09T00:00:00,2017-04-17T00:00:00
68566,SNMP,U:SNMP,BR1W605,EVOLVE TRANSITION INFRASTRUCTURE UNITS DEAD - DELIST.16/02/24,EVOLVE TSTN.INFR.LP,EQ,XASE,NYSE American,USD,D,False,2006-11-15T00:00:00,2024-02-16T00:00:00
68567,DEI,U:DEI,B1G3M58,DOUGLAS EMMETT,DOUGLAS EMMETT INCO.,EQ,XNYS,New York SE,USD,A,True,2006-10-24T00:00:00,
68571,GTLS,U:GTLS,B19HNF4,CHART INDUSTRIES DEAD - DELIST.16/07/26,CHART INDUSTRIES INCO.,EQ,XNYS,New York SE,USD,D,False,2006-07-26T00:00:00,2026-07-16T00:00:00
68575,YTENQ,@YTENQ,BSMR253,YIELD10 BIOSCIENCE,YIELD10 BIOSCIENCE INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2006-11-10T00:00:00,
68578,IART,@IART,2248693,INTEGRA LFSC.HDG.,INTEGRA LFSC.HDCR.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1995-08-16T00:00:00,
68587,CDVIQ,@CDVIQ,B1L5W93,CAL DIVE INTL.,CAL DIVE INTL.INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2006-12-14T00:00:00,
68593,LEXX,@LEXX,BNYGJZ2,LEXARIA BIOSCIENCE,LEXARIA BIOSCIENCE CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2006-10-10T00:00:00,
68596,OMPI,@OMPI,B1KJG38,OBAGI MEDICAL PRODUCTS DEAD - ACQD.BY 154316,OBAGI MEDICAL PRDS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2006-12-14T00:00:00,2013-05-06T00:00:00
68598,ESOA,@ESOA,B1FL1D4,ENERGY SERVICES OF AMERICA,ENERGY SVS.OF AM.CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2006-10-03T00:00:00,
68606,AER,U:AER,B1HHKD3,AERCAP HOLDINGS N V,AERCAP HOLDINGS N V,EQ,XNYS,New York SE,USD,A,True,2006-11-21T00:00:00,
68612,ANWWQ,@ANWWQ,B0TBF08,AEGEAN MARINE PETROLEUM NETWORK DEAD - DELIST.03/04/19,AEGEAN MAR.PTL.NET.INCO.,EQ,PINI,OTC Pink No Info,USD,D,False,2006-12-08T00:00:00,2019-04-03T00:00:00
